"","Pedigree.Unified","P1.IG","P1.Specie","P1.Type","P2.IG","P2.Specie","P2.Type","P3.IG","P3.Specie","P3.Type"
"31d86b993f51","Pedigree.Unified.73",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"f8bc2ccf1449","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"0a205d7b9c7b","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"044c6bc53cc4","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d1fef4b4c2a1","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"2788d2a86f55","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4e0a36704771","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"571e629b28ad","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3b1290f6b792","Pedigree.Unified.69",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"fc1ce9e5c0c4","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"8feb61683ecb","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"8d0240eb78db","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"ba7fed43d6aa","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"c8e9ab4c0ad8","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"acd1321e6b92","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"9e5446583a9a","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"1049d1721c8c","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"c86142a08371","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"88748a69e889","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"70b1a3a05730","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"9990cf711fc4","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"43ac787344e2","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"a315caf09827","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"c650daaf9a7a","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"1d21adf3caba","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"15556193e9db","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"050136f929a7","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"6535385e7c89","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"0396a3f1a71e","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"61c164daae07","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"f57f59723091","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"e8d797c15f66","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"01aa0602623d","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"9adc23b3e113","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"495c6f57bc52","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"8288fb028602","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"ad5440da1dc7","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"30ce322e897d","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"e033f0d33790","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"2dc923f0c418","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"1f260381ccd1","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"e5432ba6cd97","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"ef7287831bcd","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"ee595f702909","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"f35668867bce","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"f7fcb4a50ad7","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"e64043378679","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"9955d8af8e97","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"8f5812b0fc92","Pedigree.Unified.72",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
"dd0090c4d85c","Pedigree.Unified.47",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"396acf80a537","Pedigree.Unified.47",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"f8bf3668acab","Pedigree.Unified.47",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4e3ff6f88522","Pedigree.Unified.47",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b8b3a2ff4be2","Pedigree.Unified.47",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d4d1d7cabaeb","Pedigree.Unified.47",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"7de9ed9ac0db","Pedigree.Unified.47",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"12eaffc02b29","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4e8ae6fdc8a3","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"2631ceadf042","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"5e789026b4ab","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"7b23700fd0d7","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"7e68a2eb1b32","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"057b969771e2","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c8d1e41507db","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"740365cacc86","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"62c23200ef6d","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"e7452777b42c","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"06f2f1f4faf1","Pedigree.Unified.46",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"bc50a82f79e4","Pedigree.Unified.58",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"9ce3ca9316a5","Pedigree.Unified.58",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"04f94d5f7feb","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"3b8b28092fac","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"c41d67889577","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"1fec15f554ee","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"287e4d2b1913","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"7fa647822697","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"9319ed972f79","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"681289ae8e53","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"e31bec27782c","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"424248e22081","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"828e961655cf","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"9cdb24907a68","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"ebc529040f8d","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"2418b5a3379c","Pedigree.Unified.57",44933,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"a28246b43421","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"2debdb772a01","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"445de34094cd","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"0362a8fca615","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"2e53dbf400c2","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"a3eb4dccf377","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"6e35297e4112","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"b593f6bd0b7f","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"7d5b8335117d","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"2cd277084503","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"aa5b9f8a644c","Pedigree.Unified.53",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"8306dc8cb234","Pedigree.Unified.55",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"a78a30bbe3ac","Pedigree.Unified.55",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"339287eb1967","Pedigree.Unified.55",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"b902f8e51441","Pedigree.Unified.55",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"eb45306d1f6c","Pedigree.Unified.55",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"6509e12865e8","Pedigree.Unified.55",46905,"Aegilops tauschii","Wild",NA,"","",NA,"",""
"05d84a1620e1","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"6a2b671b9124","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"4f46c9cc6095","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"253df77c06d2","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"a22a5c751488","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"27598fc69470","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"530a72ffe3b6","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"3554302d109d","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"1d58e14071fd","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"85db59bb60ff","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"41c733c3ce98","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"3ff5c4982288","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"3934ff893cf4","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"5c483af56993","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"44a457616d66","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"56c3981fed74","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"ff4696454969","Pedigree.Unified.50",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"9e321972337a","Pedigree.Unified.49",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"c35cef5208ce","Pedigree.Unified.49",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"51dd3a612b6f","Pedigree.Unified.49",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"6babc8ddb68e","Pedigree.Unified.52",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"60619833abb9","Pedigree.Unified.52",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"951228b86009","Pedigree.Unified.52",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"95c6abb09288","Pedigree.Unified.52",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"80d5315edb15","Pedigree.Unified.51",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"2259726879f1","Pedigree.Unified.51",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"94ccbfca8d16","Pedigree.Unified.51",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"3cb96d6e9c00","Pedigree.Unified.51",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"7326f99ae87d","Pedigree.Unified.60",45415,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"ef80c7b3cc53","Pedigree.Unified.88",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"06b89c1ef4f5","Pedigree.Unified.88",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"e6540656432b","Pedigree.Unified.88",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"7aafa28e123f","Pedigree.Unified.88",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"6296cb87d1ee","Pedigree.Unified.88",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"97f77c584ecb","Pedigree.Unified.87",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"fcdf2d7c7565","Pedigree.Unified.87",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"1833a45d9ca3","Pedigree.Unified.87",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"5090aff19572","Pedigree.Unified.87",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"7a1681a2a4f8","Pedigree.Unified.87",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"0f8fb3f34ff0","Pedigree.Unified.87",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"8db339e1ce4a","Pedigree.Unified.85",110573,"Triticum turgidum subsp. polonicum","Landrace",NA,"","",NA,"",""
"4a8e37216891","Pedigree.Unified.85",110573,"Triticum turgidum subsp. polonicum","Landrace",NA,"","",NA,"",""
"3bd7e1858bef","Pedigree.Unified.85",110573,"Triticum turgidum subsp. polonicum","Landrace",NA,"","",NA,"",""
"e397ef1b96ff","Pedigree.Unified.85",110573,"Triticum turgidum subsp. polonicum","Landrace",NA,"","",NA,"",""
"f9077a415f35","Pedigree.Unified.85",110573,"Triticum turgidum subsp. polonicum","Landrace",NA,"","",NA,"",""
"154477a67846","Pedigree.Unified.149",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"afce341318ac","Pedigree.Unified.42",97832,"Triticum turgidum subsp. durum","Cultivar",46044,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace"
"4273f8fd17e3","Pedigree.Unified.42",97832,"Triticum turgidum subsp. durum","Cultivar",46044,"Triticum turgidum subsp. dicoccoides","Wild",108768,"Triticum turgidum subsp. durum","Landrace"
"ee20b0b614e9","Pedigree.Unified.80",NA,"","",NA,"","",NA,"",""
"41e74e7326fa","Pedigree.Unified.80",NA,"","",NA,"","",NA,"",""
"bcc30cb1067d","Pedigree.Unified.80",NA,"","",NA,"","",NA,"",""
"cc69d30521ec","Pedigree.Unified.80",NA,"","",NA,"","",NA,"",""
"8f67102d52d9","Pedigree.Unified.80",NA,"","",NA,"","",NA,"",""
"ba8bd78eb13d","Pedigree.Unified.80",NA,"","",NA,"","",NA,"",""
"37dbab30741c","Pedigree.Unified.80",NA,"","",NA,"","",NA,"",""
"a6a25dc09b4f","Pedigree.Unified.104",46311,"Triticum turgidum subsp. dicoccoides","Wild",140368,"Triticum turgidum subsp. durum","Cultivar",NA,"",""
"86f31183d003","Pedigree.Unified.104",46311,"Triticum turgidum subsp. dicoccoides","Wild",140368,"Triticum turgidum subsp. durum","Cultivar",NA,"",""
"8ad9b1d5de2b","Pedigree.Unified.104",46311,"Triticum turgidum subsp. dicoccoides","Wild",140368,"Triticum turgidum subsp. durum","Cultivar",NA,"",""
"19b760f246dd","Pedigree.Unified.104",46311,"Triticum turgidum subsp. dicoccoides","Wild",140368,"Triticum turgidum subsp. durum","Cultivar",NA,"",""
"a4d218119553","Pedigree.Unified.104",46311,"Triticum turgidum subsp. dicoccoides","Wild",140368,"Triticum turgidum subsp. durum","Cultivar",NA,"",""
"0db8e79ce758","Pedigree.Unified.81",NA,"","",NA,"","",NA,"",""
"ba397d9cd5ac","Pedigree.Unified.81",NA,"","",NA,"","",NA,"",""
"6075b43c47cb","Pedigree.Unified.81",NA,"","",NA,"","",NA,"",""
"3831e0cc2e60","Pedigree.Unified.81",NA,"","",NA,"","",NA,"",""
"8cbdc2ac1f9d","Pedigree.Unified.98",140092,"Triticum aestivum subsp. aestivum","Cultivar",140368,"Triticum turgidum subsp. durum","Cultivar",NA,"",""
"11695133ddf7","Pedigree.Unified.106",NA,"","",NA,"","",NA,"",""
"9607e2e9ef1d","Pedigree.Unified.106",NA,"","",NA,"","",NA,"",""
"ea756ffde15e","Pedigree.Unified.106",NA,"","",NA,"","",NA,"",""
"bd27765ac1ee","Pedigree.Unified.86",131183,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"75c5060cfef5","Pedigree.Unified.86",131183,"Triticum monococcum subsp. boeoticum","Wild",NA,"","",NA,"",""
"a0089f224d4e","Pedigree.Unified.89",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"0ee0ca714dfa","Pedigree.Unified.89",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"16c7fff30650","Pedigree.Unified.89",45334,"Triticum turgidum subsp. dicoccon","Landrace",NA,"","",NA,"",""
"91e0b52891a3","Pedigree.Unified.61",NA,"","",NA,"","",NA,"",""
"c83fd250435a","Pedigree.Unified.39",142716,"Triticum aestivum subsp. aestivum","Unreleased breeder",NA,"","",NA,"",""
"ec1d52913242","Pedigree.Unified.18",92119,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"7d44a2fe3f78","Pedigree.Unified.18",92119,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"7a97c9d3f4a6","Pedigree.Unified.18",92119,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"bfc61ab23414","Pedigree.Unified.20",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"3d68df344284","Pedigree.Unified.20",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"8c1e657c9c74","Pedigree.Unified.25",95486,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"23d48a9c0bd0","Pedigree.Unified.25",95486,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"e09355ce5b1d","Pedigree.Unified.27",95784,"Triticum turgidum subsp. durum","",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"4136d714bade","Pedigree.Unified.27",95784,"Triticum turgidum subsp. durum","",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"f1f3d9b8204c","Pedigree.Unified.3",108768,"Triticum turgidum subsp. durum","Landrace",84859,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"bf85167dc646","Pedigree.Unified.36",108768,"Triticum turgidum subsp. durum","Landrace",NA,"","",NA,"",""
"645769f0b576","Pedigree.Unified.36",108768,"Triticum turgidum subsp. durum","Landrace",NA,"","",NA,"",""
"066670b81616","Pedigree.Unified.15",91942,"Triticum turgidum subsp. durum","Unreleased breeder",46285,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"bdc830476ff2","Pedigree.Unified.15",91942,"Triticum turgidum subsp. durum","Unreleased breeder",46285,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"9f57a2df04dd","Pedigree.Unified.31",98898,"Triticum turgidum subsp. durum","Unreleased breeder",139189,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"7d37a5570127","Pedigree.Unified.31",98898,"Triticum turgidum subsp. durum","Unreleased breeder",139189,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"3428b3fcc0dd","Pedigree.Unified.31",98898,"Triticum turgidum subsp. durum","Unreleased breeder",139189,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"b424da7d0d0c","Pedigree.Unified.31",98898,"Triticum turgidum subsp. durum","Unreleased breeder",139189,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"fbf506612f36","Pedigree.Unified.92",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"2683869830dd","Pedigree.Unified.159",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"29028c22be12","Pedigree.Unified.159",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"61551fc48b13","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c4189f2a4292","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"2f486bfe5d42","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3952b3958fb9","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"46af4702e63e","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"fd51e5afea0a","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"363d39afe58b","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c9b0f283eb0c","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"0b4b5ed8821f","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a17736e50f9b","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ca60e2355cff","Pedigree.Unified.165",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"26f6a7922fce","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"2da70fe0ced4","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"772d80b4fdca","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ddcd3f663128","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"25562c8f4314","Pedigree.Unified.157",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"47f34a766626","Pedigree.Unified.160",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c39986298143","Pedigree.Unified.160",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"9db0234daad1","Pedigree.Unified.160",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b460097549b0","Pedigree.Unified.160",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"7c2b33571f6f","Pedigree.Unified.164",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3bca9100e888","Pedigree.Unified.164",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ee009740bb7a","Pedigree.Unified.41",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"2ee5ed5cdd49","Pedigree.Unified.41",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"6eaae14b22fd","Pedigree.Unified.41",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"604ea5733769","Pedigree.Unified.41",95481,"Triticum turgidum subsp. durum","Unreleased breeder",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
